gsis_id,stats_id,injury_start_date,fantasy_data_id,swish_id,pandascore_id,injury_body_part,birth_city,first_name,age,last_name,active,team,yahoo_id,depth_chart_position,status,sportradar_id,injury_notes,player_id,fantasy_positions,rotoworld_id,search_rank,oddsjam_id,rotowire_id,full_name,position,espn_id,depth_chart_order
 00-0035355,,,21217,830842,,,,Blake,28,Hance,TRUE,JAX,32414,,Active,e3a0e17e-fb75-4284-b89c-ddbc758f3d20,,6566,"['OG', 'OL']",,9999999,9D2E85CF5361,13995,Blake Hance,OG,3116135,
,,,8703,,,,,Kyle,34,Orton,FALSE,,,,Inactive,ef068d71-d18f-4b67-a7b4-71c416a14cba,,388,['QB'],3214,9999999,,,Kyle Orton,QB,8520,
,,,22235,922528,,,,Maurice,24,Ffrench,TRUE,,32944,,Active,7c9e5221-50be-4c58-89f9-aa61cf67ed25,,7234,['WR'],,384,,14943,Maurice Ffrench,WR,4036055,
00-0031062,556294,,16056,556294,,,,James,30,White,TRUE,,27658,,Active,39f70428-a78a-494c-8676-438d953c289e,,1848,['RB'],9426,278,,9524,James White,RB,16913,
,,,21945,924492,,,,Keith,26,Ismael,TRUE,ARI,32826,,Active,446f9da4-8ca7-4552-9674-e0391ae2a2d6,,6877,['OL'],,9999999,B47A08452813,14662,Keith Ismael,C,4036831,
,,,,1180355,,Hamstring,,Cam,23,Smith,TRUE,MIA,,DB,Inactive,be6d66e8-51c2-4ae0-8657-5e0713d7ad02,,10900,['DB'],,9999999,A21EBEF472EF,16652,Cam Smith,DB,,
00-0029688,502833,,14081,,,,,Dontari,31,Poe,TRUE,,25721,,Active,9fdc477a-af02-4345-baca-cf026fbc645a,,1131,['DL'],7422,672,,8153,Dontari Poe,DT,14939,
00-0032401,,,18037,728234,,,,De'Vondre,31,Campbell,TRUE,SF,29349,ROLB,Active,25a643a9-3b59-4739-8430-2713a818fb69,,3276,['LB'],,543,47A0120FDE1A,10935,De'Vondre Campbell,LB,3040180,1
 00-0034939,,,21403,,,,,Ryan,26,Bee,TRUE,ARI,32180,,Active,fe9c0458-1a1a-4e88-b974-2de7426fa520,,6400,['DL'],,9999999,,14057,Ryan Bee,DE,3139448,
 00-0035084,,,20895,868028,,,,Yosh,28,Nijman,TRUE,CAR,32275,OL,Active,c589d918-f69f-4284-aa85-5f9c30e006a4,,6008,"['OL', 'OT']",,9999999,5F2AA4838184,13879,Yosh Nijman,T,3871880,
,,,22251,866653,,,,Jovante,26,Moffatt,TRUE,,33310,,Inactive,bea5ccd6-b05b-43f8-975f-396399349a42,,7251,['DB'],,9999999,0F61A3D14D6F,15062,Jovante Moffatt,DB,3914450,
,,,19661,,,,,Daniel,,Gray,TRUE,,30893,,Active,aa35557a-4d17-4c73-b3e6-903b486fab6a,,4743,['DB'],,9999999,,12278,Daniel Gray,CB,2972235,
,,,,1109627,,,,Austin,26,Watkins,TRUE,,,,Active,dda1c351-8148-4c26-9bc0-1d906065290f,,7579,['WR'],,9999999,322ED5D3E891,15434,Austin Watkins,WR,,
,,,,1071269,,,,Quentin,25,Lake,TRUE,LAR,,NB,Active,c2c112f0-13bd-44a8-a447-f3429c4f3e65,,8330,['DB'],,9999999,E0B41F537898,16146,Quentin Lake,DB,,2
,,,,1107307,,Knee - ACL,,Talanoa,25,Hufanga,TRUE,SF,,SS,Active,a1a2f797-77ac-4f13-8456-50a10a7fd61a,Surgery,7811,['DB'],,296,6452987CBE91,15317,Talanoa Hufanga,DB,,1
,,,,1107861,,,,Jimmy,23,Phillips,TRUE,,,,Active,d8f58560-e909-11ed-9061-a38795404be8,,11212,['LB'],,9999999,,16793,Jimmy Phillips,LB,,
 00-0035142,,,21111,870196,,,,Ugo,27,Amadi,TRUE,NO,31964,,Active,9448aee3-538c-4ff3-8781-bc848b086bfc,,6216,['DB'],,9999999,102521080E4A,13839,Ugo Amadi,DB,3886834,
,,,,1060308,,,,Walker,25,Little,TRUE,JAX,,OL,Active,590c9b25-25d4-447e-afa2-1284c95e17a9,,7657,['OT'],,9999999,704B9FB83804,15190,Walker Little,T,,
,,,,1121070,,,,Tyler,24,Harrell,TRUE,,,,Active,4c04be40-071d-11ef-bf9a-a769156804f1,,12029,['WR'],,9999999,9AB8A4E86544,17076,Tyler Harrell,WR,,
 00-0035560,,,21561,,,,,Quindarius,26,Thagard,TRUE,,32575,,Active,f88cf8ff-c5be-4e41-bbe3-a8657935bf3a,,6587,['DL'],,9999999,,14271,Quindarius Thagard,DT,4262273,
,,,16460,,,,,Jacob,26,Maxwell,FALSE,,28003,,Inactive,683b4512-b3f8-474a-95e0-e9273aa69c22,,2124,['TE'],,9999999,,9927,Jacob Maxwell,TE,17207,
,459492,,14370,,,,,Corey,30,White,FALSE,,25872,,Inactive,ccf1d49a-deda-4254-abd2-1ee79eb34c13,,1191,['DB'],,9999999,,8351,Corey White,CB,15086,
,215382,,11692,,,,,Antonio,36,Cromartie,FALSE,,7768,,Inactive,2a597ad9-d626-4d0f-bdab-0d4eaa9343f0,,649,['DB'],3671,9999999,,4731,Antonio Cromartie,CB,9605,
,,,,,,,,Josh,,Turner,TRUE,,,,Active,0284b800-cd9b-11ec-b94f-57e6927758e6,,8681,['DB'],,9999999,,16459,Josh Turner,DB,,
,,,,1057837,,,,Khalil,22,McClain,TRUE,,,,Active,31155d8d-181f-4e7c-9fd7-979841837d22,,7580,['WR'],,,,15726,Khalil McClain,WR,,
00-0034684,748627,,19995,748627,,,,Johnny,26,Townsend,TRUE,,31143,,Active,2eb0706c-3017-4895-a207-71d6fe9e1549,,5381,['P'],,9999999,,12777,Johnny Townsend,P,3054971,
,,,19595,,,,,Al,24,Riles,TRUE,IND,30839,,Active,,,4937,['WR'],,9999999,,,Al Riles,WR,2980808,
,,,15219,,,,,Brandon,29,McGee,FALSE,,26772,,Inactive,244c313a-5a45-4d95-9817-bd9fef8889e7,,1571,['DB'],,9999999,,8973,Brandon McGee,CB,15949,
,,,18346,,,,,Eric,,Rawls,FALSE,,,,Inactive,321db83d-bae7-479d-8fc0-33ad4b2e936a,,3571,['DB'],,9999999,,,Eric Rawls,CB,,
,,,21902,910969,,Lower Body,,Carter,27,Coughlin,TRUE,NYG,32888,MLB,Active,d2f9e776-11e2-47ce-82fd-60908aeb2769,,7011,['LB'],,9999999,926425F77732,14580,Carter Coughlin,LB,4034766,3
00-0033512,,,19034,693030,,,,Damontae,31,Kazee,TRUE,PIT,30262,SS,Active,f9c86838-11e5-4582-a03e-c15e02b2013c,,4188,['DB'],,9999999,CA7711563097,12019,Damontae Kazee,DB,2976099,2
00-0025565,213781,,11694,213781,,,,Nick,39,Folk,TRUE,TEN,8432,K,Active,b37c621e-1125-4c35-bea0-fcabb1527060,,650,['K'],4273,611,194672B0A0A5,5365,Nick Folk,K,10621,1
,,,22290,,,,,Amari,24,Henderson,TRUE,MIN,33128,,Active,6a43da23-5843-4490-8927-bd6196fe2576,,7294,['DB'],,1971,,14955,Amari Henderson,CB,3919541,
00-0032745,614284,,18376,,,,,Alan,28,Cross,FALSE,,29571,,Inactive,cc1df018-baa8-4344-b13c-cd5ef1a52d26,,3595,['RB'],,9999999,,11406,Alan Cross,FB,2586700,
,743835,,19181,,,,,Jerome,26,Lane,TRUE,,30528,,Active,9cab6a71-0d75-4206-81b3-c808f1889bea,,4328,['WR'],,9999999,,11686,Jerome Lane,WR,3052561,
,,,21904,924524,,,,La'Darius,25,Hamilton,TRUE,,33104,,Active,ef978985-2123-411b-85bd-c59c04618dbd,,6962,"['DL', 'LB']",,9999999,,14723,La'Darius Hamilton,LB,4039075,
00-0024270,,,5099,158525,,,,Andrew,40,Whitworth,TRUE,LAR,7804,,Active,f1ce3e7d-6afc-4db4-94f0-475bd63507b3,,202,"['OL', 'OT']",3701,9999999,,5005,Andrew Whitworth,OL,9641,
00-0027944,456614,,13291,456614,,Concussion,,Julio,35,Jones,TRUE,,24793,,Active,0b3217b9-ba37-4222-95cb-a7a222441e8b,,947,['WR'],6475,418,DBA41984F40B,7242,Julio Jones,WR,13982,
,608017,,16178,,,,,Bishop,28,Sankey,FALSE,,27582,,Inactive,925f7be0-e73f-4fc7-b3d8-552224d847a7,,1937,['RB'],9408,9999999,,9518,Bishop Sankey,RB,16794,
,,,22427,923080,,,,Parnell,24,Motley,TRUE,,33293,,Active,eaacee31-0a3c-4f9d-be85-86490ae16f6b,,7449,['DB'],,9999999,,14599,Parnell Motley,CB,4037647,
,,,19506,,,,,Dayon,28,Pratt,TRUE,,30805,,Active,01ab00bb-69d1-48ea-a511-4281ca872b46,,4615,['LB'],,9999999,,12311,Dayon Pratt,OLB,2971997,
00-0032723,,,18610,,,,,Norman,27,Price,TRUE,,29773,,Inactive,66a432fc-ee15-4f63-a37b-207c1b5e7c31,,3796,['OL'],,9999999,,11556,Norman Price,OT,3123982,
00-0031064,511883,,16211,,,,,Tom,31,Savage,FALSE,,27663,,Inactive,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,,1957,['QB'],9418,9999999,,9701,Tom Savage,QB,16943,
,,,17340,,,,,Quayshawne,26,Buckley,FALSE,,,,Inactive,2f374117-253c-4a29-bd04-343fa578f8e0,,2872,['DL'],,9999999,,,Quayshawne Buckley,DT,2468651,
,,,,1062002,,,,Tre,26,Brown,TRUE,SEA,,LCB,Active,0589b224-bfc7-47a5-b89d-ff58ef2dcf21,,7707,['DB'],,9999999,6C21372CF52B,15477,Tre Brown,CB,,1
 00-0035019,830113,,21196,,,,,Reggie,25,White,TRUE,,32244,,Active,adcd3d89-a2f8-4bd1-adfe-8e47bf42ea4d,,6261,['WR'],,9999999,,13926,Reggie White,WR,3121225,
,,,,,,,,Jhamon,22,Ausbon,TRUE,,,,Active,5a55bceb-bc9e-4d41-99d9-490f5e6441ad,,7582,['WR'],,,,15576,Jhamon Ausbon,WR,,
00-0027743,,,11107,,,Hamstring,,Sherrick,34,McManis,TRUE,,24120,,Inactive,6bc584ed-82c0-486f-962d-377be6ae8469,,545,['DB'],,603,,6732,Sherrick McManis,DB,13419,
,,,5939,,,,,Charles,34,Godfrey,FALSE,,8844,,Inactive,1016d675-7f23-4744-8632-7b4ea8115f5a,,237,['DB'],,9999999,,5755,Charles Godfrey,S,11301,
 00-0035174,,,21509,,,,,Tenny,24,Adewusi,TRUE,,32379,,Active,8ed1ce29-8bbb-417b-9766-5de8fdfb4606,,6497,['DB'],,9999999,,14159,Tenny Adewusi,CB,3912029,
,,,,1113484,,,,Ochaun,25,Mathis,TRUE,,,,Active,f333e5c7-0cab-4876-9f37-0e70a3175d04,,10996,['DL'],,9999999,2BB56326F54F,16699,Ochaun Mathis,DE,,
,,,,1215077,,Ankle,,Josh,23,Downs,TRUE,IND,,SWR,Active,dd227f4a-0785-482d-a28b-f231c7f3b73f,,9500,['WR'],,173,ABFB4947D508,16689,Josh Downs,WR,,3
,,,,1161661,,,,Anthony,23,Gould,TRUE,IND,,SWR,Active,f1f3f15f-f4a5-4d6e-b075-95f4815a384e,,11762,['WR'],,666,6A241803B996,17971,Anthony Gould,WR,,6
,,,8321,,,,,Chris,35,Clemons,FALSE,,9429,,Inactive,05cdefdb-1055-420e-a94b-e3ed364719e1,,337,"['DB', 'LB']",,9999999,,6330,Chris Clemons,FS,12645,
00-0031334,592200,,16353,592200,,Shoulder,,Jason,33,Verrett,TRUE,,27553,,Active,13112f4f-03c9-432c-a033-454870cda46b,Surgery,2055,['DB'],9439,9999999,18A724FAD1E4,9330,Jason Verrett,CB,16726,
,,,18670,693365,,,,Wynton,27,McManis,TRUE,MIA,29976,,Active,b0b9a957-389f-4a08-9a68-177fcb59c50c,,3849,['LB'],,9999999,,11554,Wynton McManis,LB,2977884,
00-0032382,,,17942,748618,,Ribs,,Keanu,28,Neal,TRUE,,29251,,Inactive,cc9c2006-e72b-4073-afcc-69c187cb28b7,,3181,"['DB', 'LB']",11337,9999999,36937EC31AA9,11143,Keanu Neal,LB,3054962,
,,,,921050,,,,Kylen,26,Granson,TRUE,IND,,TE,Active,bcc0167c-05fd-4b23-981e-60b8784ceb33,,7602,['TE'],,542,C4128CF8CC8D,15245,Kylen Granson,TE,,1
,,,,947288,,,,Nolan,27,Cooney,TRUE,,,,Active,8db0f2a4-42bd-40a3-996f-f6364716b8a4,,7909,['P'],,9999999,FFBF41F37FA4,,Nolan Cooney,P,,
,,,18405,,,,,Jeff,25,Schoettmer,FALSE,,29860,,Inactive,0867f8c3-9bdd-469b-87fb-3ecef85e9e01,,3618,['LB'],,9999999,,11510,Jeff Schoettmer,ILB,2586438,
00-0034186,,,20286,,,,,Alex,25,Light,TRUE,,31437,,Inactive,c40256f1-0bda-464b-a6b7-3a4ebb385573,,5541,['OL'],,9999999,,13115,Alex Light,T,3120738,
 00-0035412,,,21445,884247,,,,Andrew,27,Dowell,TRUE,,32208,,Active,8ad3600e-08b4-4390-8ce0-70065776b781,,6611,['LB'],,9999999,3528DE89E334,14067,Andrew Dowell,LB,3929818,
,,,,,,,,Duplicate,22,Player,FALSE,,,,Inactive,,,6313,['WR'],,9999999,,,Duplicate Player,WR,,
00-0033188,,,18828,,,,,Alex,31,Bazzie,TRUE,,30100,,Active,a8e9bc1d-a8a8-4b93-b108-0f0f7fa04185,,3991,['LB'],12148,9999999,,11711,Alex Bazzie,OLB,2470344,
00-0029795,499493,,15207,,,,,Benny,31,Cunningham,FALSE,,27167,,Inactive,06787c1d-f02b-4217-9152-c269e826928a,,1564,['RB'],8953,9999999,,9062,Benny Cunningham,RB,16055,
,,,20997,,,,,Evan,26,Worthington,TRUE,,32303,,Active,ec2d8b8d-2cd3-452b-8001-21c6031fe65a,,6172,['DB'],,9999999,,,Evan Worthington,SS,,
,,,,1124199,,,,David,24,Martin-Robinson,TRUE,TEN,,TE,Active,dad0d560-0c9e-11ef-b2f4-ab1e3a869265,,12357,['TE'],,486,5AFBF0A6180B,18301,David Martin-Robinson,TE,,5
,,,,1060887,,,,Eric,26,Scott,TRUE,KC,,NB,Active,8385d8de-c682-4970-b657-13fd197d20db,,11020,['DB'],,9999999,E5A8CB0983A1,17408,Eric Scott,DB,,2
00-0032599,608012,,18468,,,,,Joshua,28,Perkins,TRUE,NYJ,29654,,Active,9c18801d-bdaa-4036-9663-24280c763bcf,,3668,['TE'],,9999999,,11317,Joshua Perkins,TE,2578377,
,,,18846,,,,,Jim,,Irsay,FALSE,,,,Inactive,,,4007,,9454,9999999,,,Jim Irsay,,,
,,,,1118590,,,,Christian,24,Trahan,TRUE,,,,Active,add09de0-ea10-11ed-b2a1-fdf78a1cb73b,,11231,['TE'],,629,,17585,Christian Trahan,TE,,
,,,22202,922106,,,,Khalil,26,Dorsey,TRUE,DET,33012,RCB,Active,e8b1322a-6162-4535-b6af-4ca60ce8b09c,,7200,['DB'],,9999999,C9C9E9583671,15137,Khalil Dorsey,CB,4027919,2
,,,,1058767,,,,Pokey,24,Wilson,TRUE,,,,Active,ff179350-e792-11ed-a48d-cfb30084e6b5,,11130,['WR'],,424,,16839,Pokey Wilson,WR,,
00-0030524,447742,,14971,,,,,Landry,32,Jones,FALSE,,26738,,Inactive,d4dd3d0b-5023-415d-ad15-94f294c561b1,,1411,['QB'],7446,9999999,,8748,Landry Jones,QB,15904,
00-0031442,,,16172,511484,,Knee - ACL,,Taylor,31,Lewan,TRUE,,27539,,Inactive,1f301468-0e6e-4a38-9c73-919796ebaca8,Surgery,1933,"['OL', 'OT']",9398,9999999,,9256,Taylor Lewan,OT,16708,
00-0032835,,,18619,,,,,Jon,29,Brown,TRUE,,29915,,Active,1a59e864-5282-4d94-b678-8537d524e181,,3805,['K'],,1101,,11738,Jon Brown,K,3135726,
,,,,1176395,,,,Derrick,23,McLendon,TRUE,,,,Active,37a81f40-0714-11ef-8c84-476b38ff4eba,,12012,['LB'],,9999999,5A0021122813,18325,Derrick McLendon,LB,,
 00-0035396,836253,,21221,,,,,Jordan,25,Ellis,TRUE,,32466,,Active,2e194e2d-74ff-4a70-9bef-724779bcea15,,6318,['RB'],,9999999,,13500,Jordan Ellis,RB,3124022,
,,,8510,,,,,Doug,34,Legursky,FALSE,,,,Inactive,e9f7f380-e7b2-4a68-af71-9483240fc748,,363,['OL'],,9999999,,7064,Doug Legursky,C,11556,
,,,,1066374,,,,Isaiah,25,Pola-Mao,TRUE,LV,,FS,Active,03dc3660-d3a9-11ec-96a0-c3471a31202c,,8838,['DB'],,9999999,C4FFB1C0696C,16202,Isaiah Pola-Mao,DB,,2
,,,,1061765,,,,Ryan,25,Swoboda,TRUE,,,,Active,30235b40-ec6c-11ed-bcc6-35c399290c7a,,11337,['OL'],,9999999,1685B561C6A8,,Ryan Swoboda,OL,,
,,,7816,,,,,Darnell,37,Dockett,FALSE,,,,Inactive,04a04302-9d18-4a66-b047-61ae9c83c137,,320,['DL'],2800,9999999,,,Darnell Dockett,DT,5589,
,,,,1060288,,,,Deommodore,24,Lenoir,TRUE,SF,,NB,Active,d24bbe70-baba-4337-822e-c166a156f92e,,7819,['DB'],,596,83CF7829B690,15192,Deommodore Lenoir,DB,,1
 00-0035555,,,21554,871263,,,,Joshua,24,Moon,TRUE,,32567,,Active,d21096bc-ed34-4b82-9129-a5b08d51a827,,6583,['DB'],,9999999,,14244,Joshua Moon,SS,3917203,
00-0029615,508924,,13791,508924,,,,Lamar,30,Miller,TRUE,,25807,,Active,a212c5d8-67f8-48b9-99be-2c121ee56366,,1048,['RB'],7408,584,,8008,Lamar Miller,RB,14886,
,,,16286,,,,,Jordan,27,Sullen,FALSE,,,,Inactive,b14efdf2-c352-4659-9740-b1aed6ecd79e,,2010,['DB'],,9999999,,,Jordan Sullen,CB,17043,
00-0034159,837806,,19950,837806,,,,Will,28,Dissly,TRUE,LAC,31090,TE,Active,383f4814-6836-4766-a297-fc063e8509cc,,5010,['TE'],13246,642,815B47BB08E4,12986,Will Dissly,TE,3127292,2
00-0032633,593546,,18528,,,,,Reggie,28,Gilbert,TRUE,,29727,,Active,b14bcb8f-a563-4b68-8a4f-5ef7da8b181d,,3720,"['DL', 'LB']",,1089,,11445,Reggie Gilbert,LB,2576755,
 00-0035537,877784,,20837,877784,,,,Ty,26,Johnson,TRUE,BUF,32018,RB,Active,96e6687b-2b89-4dd9-98df-6e7507cd82cf,,6039,['RB'],14262,505,C315B63E625D,13587,Ty Johnson,RB,3915411,3
,,,21747,1107034,,,,Brandon,26,Aiyuk,TRUE,SF,32695,LWR,Active,c90471cc-fa60-4416-9388-5aebb5d877eb,,6803,['WR'],,26,38B5479924F9,14386,Brandon Aiyuk,WR,4360438,2
,,,,835865,,,,Tre,28,Tarpley,TRUE,,,,Active,7d7bca00-6ed8-11ee-a3d5-6338f2c2cf43,,11551,['DB'],,9999999,68A134920AB5,,Tre Tarpley,DB,,
,870642,,17397,,,,,John,26,Peters,FALSE,,29009,,Inactive,cf473601-ce31-4fef-8771-66735cb206b7,,2928,['TE'],,9999999,,10857,John Peters,TE,3894752,
,607460,,15550,,,,,Chuck,28,Jacobs,FALSE,,27284,,Inactive,fb350258-e345-4d28-8e45-22ae258fdfda,,1691,['WR'],,9999999,,9060,Chuck Jacobs,WR,16462,
,,,16431,,,,,Ego,28,Ferguson,FALSE,,27579,,Inactive,47584d17-66f5-4e6b-a077-4b8e7234a733,,2107,['DL'],,9999999,,9358,Ego Ferguson,DT,16778,
00-0034701,,,20625,,,,,Mike,26,Jones,TRUE,,31703,,Active,47abba7f-63e6-41e5-ac8f-9b3f274db595,,5713,['DB'],,9999999,,13313,Mike Jones,CB,3920576,
,402074,,13078,,,,,Vincent,31,Brown,FALSE,,24869,,Inactive,7bc7f249-a2ed-4dd9-acd2-c223778955ad,,891,['WR'],,9999999,,7386,Vincent Brown,WR,14027,
,,,,1053837,,,,Grant,25,Stuard,TRUE,IND,,MLB,Active,f9dbd390-b1c7-41a2-9e96-6f5de2848efc,,7750,['LB'],,9999999,7BF4C0248C79,15247,Grant Stuard,LB,,2
00-0034278,843049,,20028,843049,,,,Tremon,28,Smith,TRUE,DEN,31166,LCB,Active,aecd8785-d22b-43b4-bbff-76b7e4319ed6,,5328,['DB'],,9999999,4DBCFA1425A4,12994,Tremon Smith,DB,3134448,2
,,,20333,,,,,Jeromy,28,Irwin,TRUE,,31516,,Active,c3251cfd-0b08-4833-811f-7ce6a4b9acef,,5571,['OL'],,9999999,,,Jeromy Irwin,OT,2979620,
 00-0035675,,,21625,,,,,Isaiah,25,Langley,TRUE,,32618,,Active,83f36348-3a45-4839-984c-896ca5a551f2,,6707,['DB'],,9999999,,14322,Isaiah Langley,DB,3912549,
,,,,1117243,,,,Chris,23,Smith,TRUE,,,,Active,8a205de0-eac4-11ed-b2f6-07469fcf7f52,,11249,['RB'],,9999999,,17316,Chris Smith,RB,,
,,,17280,,,,,Imoan,25,Claiborne,FALSE,,28991,,Inactive,feb9f2f7-337a-4f9a-a17f-bbbf23da6fa4,,2812,['DB'],,9999999,,,Imoan Claiborne,CB,2510111,
,,,,1177053,,,,Zay,23,Flowers,TRUE,BAL,,LWR,Active,2b6d74b7-10fb-4f17-99c8-9bb557fb475b,,9997,['WR'],,53,F39E10BEE1F4,16919,Zay Flowers,WR,,1
00-0033493,,,19384,,,,,Francis,27,Kallon,TRUE,,30386,,Active,4b3ecabb-6adf-45c8-88ed-7decd72306f0,,4512,['DL'],,9999999,,12593,Francis Kallon,DE,2971499,
00-0034618,836230,,20504,,,,,Ervin,26,Philips,TRUE,,31275,,Active,9e0a37e5-9814-4b43-a79d-0a51c97ec5c3,,5407,['RB'],,9999999,,13027,Ervin Philips,RB,,
00-0033125,,,17967,695273,,,,Joe,29,Schobert,TRUE,,29333,,Active,82a70525-35cd-4389-a5d1-3b0f11f05a28,,3206,['LB'],11425,507,,10968,Joe Schobert,LB,2977819,
,,,17823,,,,,Mike,,Pettine,FALSE,,,,Inactive,,,3076,,9338,9999999,,,Mike Pettine,,,
 00-0035120,830084,,21072,830084,,Undisclosed,,Keelan,28,Doss,TRUE,,32342,,Active,fcae1e29-5ca2-463e-92a6-0be893f5eb4a,,6032,['WR'],,9999999,9276C96749A2,13479,Keelan Doss,WR,3120980,
,,,,,,,,Aaron,,Smith,FALSE,,,,Inactive,f11e8e09-448e-4aa6-b549-a145449a93c1,,7512,['RB'],,,,,Aaron Smith,RB,,
,,,17875,,,,,Jon,,Robinson,FALSE,,,,Inactive,,,3121,,11230,9999999,,,Jon Robinson,,,
,555781,,17190,,,,,Jimmay,26,Mundine,FALSE,,29150,,Inactive,58f1ed75-6d74-4429-9d45-5d8fdb7201f3,,2722,['TE'],,9999999,,10578,Jimmay Mundine,TE,2513911,
,,,,1128085,,,,Greg,24,Dulcich,TRUE,DEN,,TE,Active,b9e4a022-d15c-4cef-9879-170277f17207,,8172,['TE'],,258,F32809D9AC66,15891,Greg Dulcich,TE,,1
00-0030041,,,15469,555684,,,,Nickell,31,Robey-Coleman,TRUE,,27007,,Active,1eb8ad96-b4f3-461e-81a3-0a4e08844f73,,1672,['DB'],8810,9999999,,8651,Nickell Robey-Coleman,CB,16217,
,,,17892,,,,,Steve,,Underwood,FALSE,,,,Inactive,,,3138,,11243,9999999,,,Steve Underwood,,,
,651617,,19641,,,,,Sam,27,Cotton,TRUE,,30876,,Active,353060b2-4477-4ed6-b0c5-0da0198669ed,,4730,['TE'],,9999999,,12263,Sam Cotton,TE,2974307,
,,,16556,,,,,David,31,Foucault,FALSE,,28230,,Inactive,e0b9515a-1c73-4eb4-b401-ac162c5ba2ed,,2188,['OL'],,9999999,,9835,David Foucault,T,17439,
,,,,1059121,,,,Kody,24,Case,TRUE,,,,Active,d36df130-edd8-11ed-ae96-776ecb979e22,,11359,['WR'],,381,,17255,Kody Case,WR,,
,,,,911149,,,,KJ,24,Sails,TRUE,,,,Active,cdd751e5-a157-433c-8f8c-8e5c4148734c,,8093,['DB'],,,,15212,KJ Sails,DB,,
00-0033547,,,18956,744654,,,,Zach,29,Cunningham,TRUE,,30170,,Active,8cb76d80-0326-474f-86c8-869a86405777,,4110,['LB'],,9999999,86CC6F6CB86F,11965,Zach Cunningham,LB,3051750,
,158918,,8972,,,,,Jay,37,Cutler,FALSE,,7760,,Inactive,ecd3bc0f-04dd-4945-9454-3fc4722fa5a8,,416,['QB'],3608,9999999,,4783,Jay Cutler,QB,9597,
,,,22277,1215112,,Undisclosed,,Carter,25,O'Donnell,TRUE,ARI,33216,OL,Inactive,f1f4a350-cc5f-43a2-bde1-829058d6c338,,7280,['OL'],,9999999,F5C1D88E37C2,15022,Carter O'Donnell,T,4611135,
,225233,,3895,,,,,Matt,35,Flynn,FALSE,,8986,,Inactive,53e3389f-6db2-41d6-bddf-e1246cb776fb,,144,['QB'],,9999999,,5658,Matt Flynn,QB,11443,
,,,12704,,,,,Jaiquawn,30,Jarrett,FALSE,,,,Inactive,432afa02-d07c-4dc0-a06a-41a22ec4a350,,786,['DB'],,9999999,,7526,Jaiquawn Jarrett,FS,14043,
,,,21966,884566,,,,Chris,26,Finke,TRUE,,33196,,Active,4bee96b0-c9d6-4440-96a4-fffe5f14b3b7,,7092,['WR'],,447,,14637,Chris Finke,WR,,
,,,17159,,,,,Chuka,26,Ndulue,FALSE,,28724,,Inactive,db4839c6-014d-4f3b-bd9c-542aa9eb4526,,2691,['DL'],,9999999,,10768,Chuka Ndulue,DT,2514227,
00-0034868,,,20267,,,,,Erick,,Wren,TRUE,,31778,,Active,593e7567-a8a2-4032-876c-12ef72720dc6,,5782,['OL'],,9999999,,13377,Erick Wren,G,3892890,
,550851,,17384,,,,,Ify,25,Umodu,FALSE,,29145,,Inactive,95740c9e-a408-4306-a9a7-15e76811d3f2,,2916,['WR'],,9999999,,,Ify Umodu,WR,2506632,
 00-0035288,,,20785,,,Achilles,,Saquan,26,Hampton,TRUE,,32009,,Active,b8db855b-fd1f-46e6-ac23-466f68130e6c,Ruptured,6013,['DB'],,9999999,,13702,Saquan Hampton,DB,3127367,
,,,,945624,,,,Jaylon,26,Jones,TRUE,CHI,,RCB,Active,d2e097f0-ce07-11ec-9598-03840dd5f387,,8702,['DB'],,9999999,DDE25A63FC1D,16423,Jaylon Jones,CB,,2
,,,,1131686,,,,Jadon,24,Janke,TRUE,,,,Active,253d8f50-0fea-11ef-899f-df64868deec5,,12398,['WR'],,545,6C0EAF421C7C,18043,Jadon Janke,WR,,
,458094,,13735,,,,,Chris,30,Polk,FALSE,,26006,,Inactive,80ced4c0-5edb-4632-aeae-942b1703c20c,,1033,['RB'],,9999999,,8024,Chris Polk,RB,14889,
,,,,1215792,,,,Zach,23,Evans,TRUE,LAR,,,Active,f7465712-9d52-4fce-8912-df714f7285e9,,9222,['RB'],,636,240D21CEF5ED,16801,Zach Evans,RB,,
,,,,977636,,Ankle,,Sage,26,Surratt,TRUE,,,TE,Active,9b56915f-c7c6-48df-84c8-ba78063fbe8d,,7576,['TE'],,999,EC7B382E44C23196,15174,Sage Surratt,TE,,4
00-0031680,593302,,17091,,,,,Robenson,29,Therezie,FALSE,,28830,,Injured Reserve,e73ef17d-9ef4-4469-bcb2-0841c3c4d27f,,2623,['DB'],,9999999,,10692,Robenson Therezie,SS,2574553,
,,,22243,,,,,Isiah,23,Swann,TRUE,,,,Active,112bec8d-3954-47aa-aac3-f344607996c8,,7242,['DB'],,9999999,,14992,Isiah Swann,CB,,
00-0027955,,,12778,332613,,,,Nate,34,Solder,TRUE,,24804,,Active,b077b3b2-2fed-4c9f-9b8f-c4ff50a4f911,,813,"['OL', 'OT']",6517,9999999,,7434,Nate Solder,T,13964,
,,,,,,,,Jonathan,23,Adams,TRUE,,,,Active,99bcf74b-6733-4658-b918-535021328612,,7613,['WR'],,,,15251,Jonathan Adams,WR,,
