stats_id,fantasy_data_id,active,team,status,player_id,fantasy_positions,full_name,position,depth_chart_order
555682,16978,FALSE,,Inactive,2518,['LB'],Hayes Pullard,LB,
,21820,TRUE,,Active,6823,['QB'],Jacob Eason,QB,
607521,18441,TRUE,,Active,3648,['TE'],Matt Weiser,TE,
,,TRUE,,Active,7675,"['OG', 'OL']",Wyatt Davis,G,
,15063,TRUE,,Inactive,1469,"['OG', 'OL']",John Wetzel,OG,
,,TRUE,,Active,7619,['WR'],Mathew Sexton,WR,
,,TRUE,,Inactive,7555,['QB'],Jamie Newman,QB,
,22197,TRUE,,Active,7195,"['DL', 'LB']",John Daka,DE,
,19189,TRUE,,Active,4333,['DL'],Jhaustin Thomas,DT,
694644,18012,TRUE,,Inactive,3251,"['DL', 'LB']",Jordan Jenkins,DE,
,3909,FALSE,,Inactive,4855,['DL'],Simeon Rice,DE,
,11115,FALSE,,Inactive,547,['OL'],Shelley Smith,G,
,21018,TRUE,,Active,6114,['OL'],Zack Bailey,G,
,11008,TRUE,TEN,Active,525,['LS'],Morgan Cox,LS,
,,TRUE,HOU,Active,7585,['QB'],Davis Mills,QB,2
,18045,TRUE,KC,Active,3284,['DB'],Deon Bush,DB,
,,TRUE,,Active,12399,['WR'],Caleb Chapman,WR,
609076,17071,FALSE,,Inactive,2603,['WR'],Shane Wynn,WR,
,,TRUE,,Active,12221,['DL'],Andre Carter,DL,
,15356,FALSE,,Inactive,1632,['DB'],Deveron Carr,CB,
,18819,TRUE,,Active,3984,['P'],Taylor Symmank,P,
